0,00:00:00,0.0.2.0
1,00:00:10,0.0.1.1
2,00:00:20,0.2.0.0
3,00:00:30,0.2.0.0
4,00:00:40,0.2.0.0
5,00:00:50,0.1.1.0
6,00:01:00,0.1.0.2
7,00:01:10,0.0.2.1
8,00:01:20,0.0.2.1
9,00:01:30,0.0.3.1
10,00:01:40,0.1.2.1
11,00:01:50,0.0.3.1
12,00:02:00,0.0.2.3
13,00:02:10,0.1.0.4
14,00:02:20,0.1.1.5
15,00:02:30,0.0.4.2
16,00:02:40,0.3.0.2
17,00:02:50,0.1.2.2
18,00:03:00,0.2.3.3
19,00:03:10,0.1.4.3
20,00:03:20,0.1.2.5
21,00:03:30,0.2.2.3
22,00:03:40,0.2.2.4
23,00:03:50,2.0.3.2
24,00:04:00,2.2.1.3
25,00:04:10,2.2.3.3
26,00:04:20,1.3.3.3
27,00:04:30,1.4.9.1
28,00:04:40,3.1.8.1
29,00:04:50,4.4.6.0
30,00:05:00,4.5.3.2
31,00:05:10,6.4.3.1
32,00:05:20,5.5.3.1
33,00:05:30,5.6.4.0
34,00:05:40,5.7.2.0
35,00:05:50,5.7.1.0
36,00:06:00,5.5.1.1
37,00:06:10,1.7.1.1
38,00:06:20,2.7.0.1
39,00:06:30,2.6.2.0
40,00:06:40,4.3.2.1
41,00:06:50,4.3.2.0
42,00:07:00,4.3.2.0
43,00:07:10,4.2.0.2
44,00:07:20,4.2.2.1
45,00:07:30,3.1.4.1
46,00:07:40,0.0.8.0
47,00:07:50,0.0.8.0
48,00:08:00,0.0.4.1
49,00:08:10,0.0.2.2
50,00:08:20,0.0.3.0
51,00:08:30,0.2.1.0
52,00:08:40,0.0.3.0
53,00:08:50,0.0.0.1
54,00:09:00,0.2.0.1
55,00:09:10,0.0.2.1
56,00:09:20,0.0.2.1
57,00:09:30,0.0.3.0
58,00:09:40,0.0.1.2
59,00:09:50,0.0.1.0
60,00:10:00,0.0.1.1
61,00:10:10,0.0.1.1
62,00:10:20,0.1.1.1
63,00:10:30,0.0.3.0
64,00:10:40,0.0.2.1
65,00:10:50,0.0.1.2
66,00:11:00,0.0.0.2
67,00:11:10,0.0.1.2
68,00:11:20,0.0.0.2
69,00:11:30,0.2.1.0
70,00:11:40,0.0.3.0
71,00:11:50,0.0.2.1
72,00:12:00,0.1.0.2
73,00:12:10,0.0.1.2
74,00:12:20,0.0.2.4
75,00:12:30,0.0.1.5
76,00:12:40,0.0.1.3
77,00:12:50,0.0.3.2
78,00:13:00,0.0.2.2
79,00:13:10,0.0.2.2
80,00:13:20,0.0.3.2
81,00:13:30,0.0.3.2
82,00:13:40,0.1.2.2
83,00:13:50,0.0.5.0
84,00:14:00,0.1.3.1
85,00:14:10,0.1.2.2
86,00:14:20,0.2.2.1
87,00:14:30,0.1.3.1
88,00:14:40,0.1.2.2
89,00:14:50,1.1.0.3
90,00:15:00,2.0.1.2
91,00:15:10,2.0.2.1
92,00:15:20,2.0.1.2
93,00:15:30,1.2.1.1
94,00:15:40,1.2.2.1
95,00:15:50,1.3.1.1
96,00:16:00,1.1.1.3
97,00:16:10,1.2.1.3
98,00:16:20,2.1.3.1
99,00:16:30,0.3.4.1
100,00:16:40,1.2.3.2
101,00:16:50,1.0.4.2
102,00:17:00,1.0.3.1
103,00:17:10,0.1.3.1
104,00:17:20,2.1.0.2
105,00:17:30,1.2.0.2
106,00:17:40,2.1.0.2
107,00:17:50,1.2.0.2
108,00:18:00,1.2.1.0
109,00:18:10,1.2.1.1
110,00:18:20,2.1.1.2
111,00:18:30,1.1.2.2
112,00:18:40,0.2.2.2
113,00:18:50,0.2.1.3
114,00:19:00,2.0.1.3
115,00:19:10,2.0.1.3
116,00:19:20,1.1.3.1
117,00:19:30,0.2.1.3
118,00:19:40,0.2.2.2
119,00:19:50,2.0.2.2
120,00:20:00,2.1.1.0
121,00:20:10,2.1.1.1
122,00:20:20,2.0.2.1
123,00:20:30,2.0.2.0
124,00:20:40,2.0.2.1
125,00:20:50,2.0.2.1
126,00:21:00,2.0.1.2
127,00:21:10,2.3.0.0
128,00:21:20,2.1.1.1
129,00:21:30,2.1.1.0
130,00:21:40,3.0.0.0
131,00:21:50,3.0.0.0
132,00:22:00,3.0.0.0
133,00:22:10,3.0.0.0
134,00:22:20,3.0.0.0
135,00:22:30,3.0.0.0
136,00:22:40,3.0.0.0
137,00:22:50,3.0.0.0
138,00:23:00,3.0.0.0
139,00:23:10,3.0.0.0
140,00:23:20,3.0.2.0
141,00:23:30,3.0.2.0
142,00:23:40,3.0.0.2
143,00:23:50,3.0.1.1
144,00:24:00,3.0.0.1
145,00:24:10,2.1.0.1
146,00:24:20,0.2.1.1
147,00:24:30,0.0.3.1
148,00:24:40,0.0.3.1
149,00:24:50,0.0.4.0
150,00:25:00,0.0.3.0
151,00:25:10,0.0.0.0
152,00:25:20,0.0.0.0
153,00:25:30,0.0.0.0
154,00:25:40,0.0.0.0
155,00:25:50,0.0.0.0
156,00:26:00,0.0.0.0
157,00:26:10,0.0.0.0
158,00:26:20,0.0.0.0
159,00:26:30,0.0.0.0
160,00:26:40,0.0.0.0
161,00:26:50,0.0.0.0
162,00:27:00,0.0.0.0
163,00:27:10,0.0.0.0
164,00:27:20,0.0.0.0
165,00:27:30,0.0.0.0
166,00:27:40,0.0.0.0
167,00:27:50,0.0.0.0
168,00:28:00,0.0.0.0
169,00:28:10,0.0.0.0
170,00:28:20,0.0.0.0
171,00:28:30,0.0.0.0
172,00:28:40,0.0.0.0
173,00:28:50,0.0.0.0
174,00:29:00,0.0.0.0
175,00:29:10,0.0.0.0
176,00:29:20,0.0.0.0
177,00:29:30,0.0.0.0
178,00:29:40,0.0.0.0
179,00:29:50,0.0.0.0
180,00:30:00,0.0.0.0
181,00:30:10,0.0.0.0
182,00:30:20,0.0.0.0
183,00:30:30,0.0.0.0
184,00:30:40,0.0.0.0
185,00:30:50,0.0.0.0
186,00:31:00,0.0.0.0
187,00:31:10,0.0.0.0
188,00:31:20,0.0.0.0
189,00:31:30,0.0.0.0
190,00:31:40,0.0.2.0
191,00:31:50,0.0.4.0
192,00:32:00,0.0.4.0
193,00:32:10,1.0.3.1
194,00:32:20,2.0.3.0
195,00:32:30,1.1.3.1
196,00:32:40,1.1.5.1
197,00:32:50,2.0.5.1
198,00:33:00,2.2.3.1
199,00:33:10,2.4.4.0
200,00:33:20,2.2.6.0
201,00:33:30,2.2.5.0
202,00:33:40,2.2.3.0
203,00:33:50,2.2.3.1
204,00:34:00,2.2.3.1
205,00:34:10,2.3.0.3
206,00:34:20,2.3.2.0
207,00:34:30,2.2.3.0
208,00:34:40,2.0.3.2
209,00:34:50,2.1.2.1
210,00:35:00,2.2.2.0
211,00:35:10,2.1.2.1
212,00:35:20,2.0.4.0
213,00:35:30,2.0.3.1
214,00:35:40,2.3.1.0
215,00:35:50,2.2.1.1
216,00:36:00,2.2.1.1
217,00:36:10,2.4.1.0
218,00:36:20,2.2.3.0
219,00:36:30,2.3.2.0
220,00:36:40,2.2.1.1
221,00:36:50,2.2.2.0
222,00:37:00,2.2.1.1
223,00:37:10,2.2.2.1
224,00:37:20,2.1.3.0
225,00:37:30,2.1.4.0
226,00:37:40,3.1.3.0
227,00:37:50,2.1.2.1
228,00:38:00,2.2.1.1
229,00:38:10,2.3.1.0
230,00:38:20,2.3.1.0
231,00:38:30,2.1.2.1
232,00:38:40,2.2.2.0
233,00:38:50,1.2.3.0
234,00:39:00,1.3.1.1
235,00:39:10,0.2.3.1
236,00:39:20,0.1.6.0
237,00:39:30,0.3.4.0
238,00:39:40,1.1.4.1
239,00:39:50,1.0.6.0
240,00:40:00,0.0.8.1
241,00:40:10,0.0.8.2
242,00:40:20,0.1.4.2
243,00:40:30,0.0.5.0
244,00:40:40,0.0.5.0
245,00:40:50,0.0.3.0
246,00:41:00,0.0.2.0
247,00:41:10,0.0.3.0
248,00:41:20,0.0.3.1
249,00:41:30,0.0.3.0
250,00:41:40,0.0.2.0
251,00:41:50,0.0.0.0
252,00:42:00,0.0.0.0
253,00:42:10,0.0.0.0
254,00:42:20,0.0.0.0
